

lastname, firstname, residentID, programID, name

Truong, Dahlia, 61638522, PDT, Pediatrics, 
Moyer, Elsa, 40742927, FMD, Family Medicine, 
Valdez, Briar, 84741300, XXX, NOT_MATCHED, 
Rasmussen, Rosie, 61002859, FMD, Family Medicine, 
Hail, Frances, 67716993, FMD, Family Medicine, 
Dunlap, Damian, 34707689, XXX, NOT_MATCHED, 
Acosta, Russell, 59047153, DMT, Dermatology, 
Russo, Jianna, 61273723, URO, Urology, 
Mueller, Aylin, 10804731, XXX, NOT_MATCHED, 
Nunez, Meilani, 60511456, XXX, NOT_MATCHED, 
King, Emmy, 76629738, FMD, Family Medicine, 
Grimes, Amari, 22136101, FMD, Family Medicine, 
Kerr, Lola, 54274446, FMD, Family Medicine, 
Haley, Romina, 64942710, FMD, Family Medicine, 
David, Augustine, 90420149, XXX, NOT_MATCHED, 
Esquivel, Arlo, 90953069, FMD, Family Medicine, 
Mora, Cody, 85504649, IMD, Internal Medicine, 
Tyler, Judah, 59104490, FMD, Family Medicine, 
Jackson, Harvey, 69945124, FMD, Family Medicine, 
Boyd, Wynter, 31256841, FMD, Family Medicine, 
Ferguson, Willow, 64539558, FMD, Family Medicine, 
Espinoza, Brennan, 11109156, NRS, Neurosurgery, 
Roth, Zain, 80932730, ANT, Anesthesiology, 
Lucas, Julien, 91178916, FMD, Family Medicine, 
Aguilar, Mercy, 15106741, FMD, Family Medicine, 
Boone, Amir, 73566896, FMD, Family Medicine, 
Vargas, Kehlani, 84836985, XXX, NOT_MATCHED, 
Cuevas, Jad, 50235459, FMD, Family Medicine, 
Montoya, Raegan, 82917201, XXX, NOT_MATCHED, 
Henry, Maxton, 71822021, FMD, Family Medicine, 
Montes, Amias, 18336800, EMD, Emergency Medicine, 
Payne, Daphne, 53079572, ORS, Orthopedic Surgery, 
Freeman, Marlowe, 15779432, FMD, Family Medicine, 
Salgado, Madelynn, 68386469, IMD, Internal Medicine, 
Lucas, Conor, 20883350, FMD, Family Medicine, 
Moyer, Gabriella, 16238476, FMD, Family Medicine, 
Solis, Landen, 73442432, FMD, Family Medicine, 
Bernard, Emerson, 57590565, GSU, General Surgery, 
Webster, Dilan, 26652718, FMD, Family Medicine, 
Conner, Benson, 32818011, XXX, NOT_MATCHED, 
Sanford, Maisie, 43891885, ROC, Radiation Oncology, 
Bishop, Elyse, 75819247, XXX, NOT_MATCHED, 
Fleming, Elian, 89555496, XXX, NOT_MATCHED, 
Wolfe, Aydin, 61360379, FMD, Family Medicine, 
Stewart, Isla, 25885442, XXX, NOT_MATCHED, 
Porter, Ronin, 65542963, PMR, Physical Medicine & Rehabilitation, 
Quintana, Kaylie, 35103969, FMD, Family Medicine, 
Alvarado, Frida, 60454314, XXX, NOT_MATCHED, 
Stephens, Ezra, 19726573, FMD, Family Medicine, 
Chambers, Imani, 77997716, FMD, Family Medicine, 
McBride, Jayleen, 16024264, ANT, Anesthesiology, 
Nolan, Boone, 40958986, XXX, NOT_MATCHED, 
Acevedo, Maddison, 93374082, XXX, NOT_MATCHED, 
Oliver, Sunny, 86909483, XXX, NOT_MATCHED, 
Owens, Anna, 25328823, FMD, Family Medicine, 
Caldwell, Dariel, 19309602, FMD, Family Medicine, 
Moses, Dior, 78830702, PMR, Physical Medicine & Rehabilitation, 
Salazar, Kiara, 81590640, PDT, Pediatrics, 
Michael, Bridger, 67555396, XXX, NOT_MATCHED, 
Wilkinson, Johanna, 60393524, PDT, Pediatrics, 
Sweeney, Paige, 49158435, PDT, Pediatrics, 
Benson, Emmett, 15247990, ORS, Orthopedic Surgery, 
Durham, Madeleine, 44191812, IMD, Internal Medicine, 
Wells, Noah, 53233210, OBG, Obstetrics and Gynecology, 
Mays, Drew, 21817894, XXX, NOT_MATCHED, 
Rich, Zoe, 85790410, XXX, NOT_MATCHED, 
Dudley, Hayden, 69486752, FMD, Family Medicine, 
Velazquez, Daniella, 90622988, FMD, Family Medicine, 
Leblanc, Leonard, 72351924, ANT, Anesthesiology, 
Walton, Miranda, 23439920, OBG, Obstetrics and Gynecology, 
Parrish, Dilan, 91917248, OBG, Obstetrics and Gynecology, 
Bates, Mack, 11601367, DMP, Diagnostic and Molecular Pathology, 
Cole, Sariah, 35698954, PSY, Psychiatry, 
Branch, Haisley, 66847132, ANT, Anesthesiology, 
Richards, Philip, 68152597, VSU, Vascular Surgery, 
Collins, Lorenzo, 39062391, PSY, Psychiatry, 
Shah, Knox, 10191255, XXX, NOT_MATCHED, 
Foley, Emmanuel, 36916035, ANT, Anesthesiology, 
Herman, Augustus, 64335100, IMD, Internal Medicine, 
Strong, Anthony, 48877597, PDT, Pediatrics, 
Andrews, Faith, 71921860, PSY, Psychiatry, 
Drake, Malani, 42191557, PSY, Psychiatry, 
Duffy, Miley, 84610416, XXX, NOT_MATCHED, 
Guerrero, Everett, 45427220, FME, Family Medicine integrated Emergency Medicine, 
Russell, Ronin, 13001259, XXX, NOT_MATCHED, 
May, Romeo, 27397484, FMD, Family Medicine, 
Preston, Paisleigh, 57251988, OBG, Obstetrics and Gynecology, 
Newton, Jeremias, 50015778, XXX, NOT_MATCHED, 
Pollard, Finley, 41549774, PSY, Psychiatry, 
Bowers, Celia, 83519473, IMD, Internal Medicine, 
Odom, Sabrina, 23521240, URO, Urology, 
Dejesus, Rocco, 83809080, OPH, Ophthalmology, 
Wells, Preston, 91360495, FMD, Family Medicine, 
Fowler, Reuben, 97681776, IMD, Internal Medicine, 
Proctor, Zhuri, 87228690, GSU, General Surgery, 
Powers, Haylee, 17062704, DCP, Diagnostic and Clinical Pathology, 
Santiago, Novah, 29122248, ANT, Anesthesiology, 
Carroll, Malaysia, 18912020, FMD, Family Medicine, 
Hurst, Mccoy, 54835669, FMD, Family Medicine, 
Rose, Kira, 89577452, FMD, Family Medicine, 
Briggs, Aarya, 66376332, XXX, NOT_MATCHED, 
McConnell, Rey, 35634796, XXX, NOT_MATCHED, 
Finley, Lyric, 13661706, FMD, Family Medicine, 
Jefferson, Alex, 88852924, ANT, Anesthesiology, 
Leach, Amora, 91119348, IMD, Internal Medicine, 
Schroeder, Magnus, 97664433, XXX, NOT_MATCHED, 
Bernard, Aden, 85127060, XXX, NOT_MATCHED, 
Orozco, Frederick, 25552308, XXX, NOT_MATCHED, 
Bautista, Rylan, 56117746, FMD, Family Medicine, 
Randolph, Stevie, 23846529, ANT, Anesthesiology, 
Burton, Roy, 97660008, XXX, NOT_MATCHED, 
Weiss, Ellis, 95171458, IMD, Internal Medicine, 
Lawson, Ezequiel, 51279637, IMD, Internal Medicine, 
Pace, Augustus, 61646829, IMD, Internal Medicine, 
Moody, Eddie, 90869666, XXX, NOT_MATCHED, 
Lynn, Walker, 60046334, FMD, Family Medicine, 
Kirby, Carter, 94951438, XXX, NOT_MATCHED, 
Clark, Jakob, 78804347, XXX, NOT_MATCHED, 
Kaur, Nikolai, 65561713, IMD, Internal Medicine, 
Thompson, Addyson, 97746509, IMD, Internal Medicine, 
Rosales, Oliver, 72122955, XXX, NOT_MATCHED, 
Hutchinson, Archer, 96409368, PDT, Pediatrics, 
Cano, Jude, 24067034, PSY, Psychiatry, 
Beck, Terrance, 13604956, FMD, Family Medicine, 
Villa, Rhys, 41505901, PMR, Physical Medicine & Rehabilitation, 
Compton, Mckenna, 68085469, PDT, Pediatrics, 
Hail, Lilyana, 61643010, FMD, Family Medicine, 
McCullough, Rayden, 47907491, XXX, NOT_MATCHED, 
Salgado, Adonis, 67223076, XXX, NOT_MATCHED, 
Olsen, Alberto, 64277582, PDT, Pediatrics, 
Mann, Malaysia, 66809309, XXX, NOT_MATCHED, 
Huang, Matthew, 96813164, XXX, NOT_MATCHED, 
Guerrero, Stephanie, 97203066, IMD, Internal Medicine, 
Trujillo, Fletcher, 22691296, FMD, Family Medicine, 
Burgess, Regina, 43661257, IMD, Internal Medicine, 
Singleton, Reyna, 56071875, IMD, Internal Medicine, 
Vega, Robin, 44052143, PDT, Pediatrics, 
Brooks, Emilio, 72146894, IMD, Internal Medicine, 
Delarosa, Fernando, 15109553, XXX, NOT_MATCHED, 
Freeman, Sawyer, 80218682, FMD, Family Medicine, 
Stanley, Artemis, 56980335, XXX, NOT_MATCHED, 
Cherry, Alexandra, 71388886, FMD, Family Medicine, 
McCoy, Bobby, 85350956, EMD, Emergency Medicine, 
Waller, Louise, 34084552, XXX, NOT_MATCHED, 
Person, Arturo, 40755248, OTO, Otolaryngology - Head and Neck Surgery, 
Beck, Ana, 28875357, XXX, NOT_MATCHED, 
Lawrence, Meghan, 58718068, XXX, NOT_MATCHED, 
Pineda, Grant, 10102166, XXX, NOT_MATCHED, 
Bruce, Ariella, 63202989, XXX, NOT_MATCHED, 
Tanner, Jose, 74492974, XXX, NOT_MATCHED, 
Winters, Kase, 61103775, FMD, Family Medicine, 
Orr, Maya, 23890798, XXX, NOT_MATCHED, 
Mendoza, Heidi, 82564896, FMD, Family Medicine, 
Knapp, Annabella, 50184701, FMD, Family Medicine, 
Andrews, Zoya, 52127240, XXX, NOT_MATCHED, 
Franklin, Joel, 75161265, IMD, Internal Medicine, 
Pollard, Kellan, 96927380, OPH, Ophthalmology, 
Little, Jovanni, 34215648, ORS, Orthopedic Surgery, 
Larson, Felicity, 62565548, PDT, Pediatrics, 
Daugherty, Robert, 53483000, XXX, NOT_MATCHED, 
Cherry, Truett, 63202983, XXX, NOT_MATCHED, 
Bowers, Zechariah, 37229314, FMD, Family Medicine, 
Barber, Thiago, 75796674, IMD, Internal Medicine, 
Ashley, Quentin, 64479778, ORS, Orthopedic Surgery, 
Oliver, Iyla, 96757938, IMD, Internal Medicine, 
Delarosa, Carter, 66458008, IMD, Internal Medicine, 
Gibson, Joanna, 64682500, FMD, Family Medicine, 
McCullough, Aya, 57546691, XXX, NOT_MATCHED, 
Mayer, Damari, 21130233, XXX, NOT_MATCHED, 
Warner, Gavin, 81595002, XXX, NOT_MATCHED, 
Stokes, Omar, 57971555, FMD, Family Medicine, 
Haley, Miller, 15226907, IMD, Internal Medicine, 
Wright, Julieta, 21081293, IMD, Internal Medicine, 
Sawyer, Damian, 14673140, XXX, NOT_MATCHED, 
Herman, Eden, 12646043, FMD, Family Medicine, 
Kelly, Zuri, 26482777, XXX, NOT_MATCHED, 
Pacheco, Aaron, 71487477, FMD, Family Medicine, 
Valencia, Rodrigo, 49378053, IMD, Internal Medicine, 
Soto, Kiana, 90564207, IMD, Internal Medicine, 
Kent, Gabriela, 12546998, EMD, Emergency Medicine, 
Santos, Jair, 57266056, FMD, Family Medicine, 
Bradshaw, Gracelyn, 27403182, NRO, Neurology, 
Shah, Jayceon, 23496196, XXX, NOT_MATCHED, 
McPherson, Ruth, 64781409, XXX, NOT_MATCHED, 
Carrillo, Zoya, 17936743, FMD, Family Medicine, 
Bowers, Sariah, 72097278, NRO, Neurology, 
Hinton, Nathalie, 17638353, FMD, Family Medicine, 
Rosario, Aylin, 41584186, EMD, Emergency Medicine, 
Kline, Colten, 41943811, ANT, Anesthesiology, 
Chang, Keith, 56007451, FMD, Family Medicine, 
Bell, Karen, 58438964, IMD, Internal Medicine, 
McFarland, Maeve, 76710849, IMD, Internal Medicine, 
Keith, Reuben, 68603889, IMD, Internal Medicine, 
Moody, Rosalie, 88201285, FMD, Family Medicine, 
Dudley, Ivory, 21502470, XXX, NOT_MATCHED, 
Blankenship, Mara, 80477328, FMD, Family Medicine, 
Santos, Eve, 73395410, XXX, NOT_MATCHED, 
Browning, Marcelo, 92480935, FMD, Family Medicine, 
O’Connell, Gabrielle, 49049770, DMT, Dermatology, 
Griffin, Elian, 88317358, PSY, Psychiatry, 
Krueger, Jacob, 46788279, XXX, NOT_MATCHED, 
Conner, Kara, 51400581, FMD, Family Medicine, 
Mathis, Ryker, 51438168, FMD, Family Medicine, 
O’Connell, Drake, 62807147, FMD, Family Medicine, 
Grant, Paula, 39503947, URO, Urology, 
Taylor, Brendan, 11383764, DMP, Diagnostic and Molecular Pathology, 
Cabrera, Jon, 52457938, EMD, Emergency Medicine, 
Lynch, Livia, 94634009, OBG, Obstetrics and Gynecology, 
Koch, Kye, 70188818, XXX, NOT_MATCHED, 
Fletcher, Rey, 71583543, XXX, NOT_MATCHED, 
Wall, Lilah, 94365075, PMR, Physical Medicine & Rehabilitation, 
Calhoun, Ryleigh, 81966777, FMD, Family Medicine, 
Zuniga, Austin, 60602662, FMD, Family Medicine, 
Morrow, Elliana, 95066480, NRO, Neurology, 
Pitts, Khalil, 46629723, NRO, Neurology, 
Cochran, Joe, 94038281, IMD, Internal Medicine, 
Rosas, Kabir, 51834367, XXX, NOT_MATCHED, 
Stone, Maddison, 50240402, XXX, NOT_MATCHED, 
Bass, Macy, 66575742, XXX, NOT_MATCHED, 
Maldonado, Omar, 89685711, FMD, Family Medicine, 
Miranda, Seven, 93076488, DRA, Diagnostic Radiology, 
Barajas, Kingsley, 86814936, PSU, Plastic Surgery, 
Burnett, Mckenna, 89793796, OBG, Obstetrics and Gynecology, 
Blair, Sasha, 33221655, FMD, Family Medicine, 
Rogers, Jianna, 82235517, VSU, Vascular Surgery, 
Marquez, Analia, 29621983, FMD, Family Medicine, 
Quinn, Caiden, 58076114, FMD, Family Medicine, 
Cruz, Layla, 32020048, NMD, Nuclear Medicine, 
Ryan, Loretta, 91172462, IMD, Internal Medicine, 
Orr, Raegan, 98613340, FMD, Family Medicine, 
Bauer, Marlee, 10853557, FMD, Family Medicine, 
Francis, Elise, 68112637, FMD, Family Medicine, 
Stewart, Jaxton, 46530637, FMD, Family Medicine, 
Douglas, Karson, 26249497, XXX, NOT_MATCHED, 
Strong, Waverly, 87785183, XXX, NOT_MATCHED, 
Mueller, Mohammed, 11996384, DMT, Dermatology, 
Massey, Autumn, 42668564, ORS, Orthopedic Surgery, 
Sanchez, Benjamin, 46228201, PMR, Physical Medicine & Rehabilitation, 
Villa, Augustus, 65471768, XXX, NOT_MATCHED, 
Summers, Thea, 91835446, PHP, Public Health and Preventive Medicine, 
Prince, Etta, 35749454, FMD, Family Medicine, 
Orr, Kennedy, 83924888, FMD, Family Medicine, 
Wilkins, Nathaniel, 81664196, XXX, NOT_MATCHED, 
Phan, Nicolas, 67945293, IMD, Internal Medicine, 
Logan, Jeremias, 65207295, IMD, Internal Medicine, 
McKay, Alana, 59586341, FMD, Family Medicine, 
Wade, Dillon, 30530293, IMD, Internal Medicine, 
Sanford, Rylie, 12915678, XXX, NOT_MATCHED, 
Orozco, Robert, 74200896, PDT, Pediatrics, 
Harmon, Brooklynn, 63169967, ANT, Anesthesiology, 
Figueroa, Jada, 12555084, ANT, Anesthesiology, 
Foley, Isaias, 47939185, OBG, Obstetrics and Gynecology, 
Dunn, Zendaya, 95592679, XXX, NOT_MATCHED, 
Anderson, Jeremias, 35275966, FMD, Family Medicine, 
Horton, Lawrence, 71733920, FMD, Family Medicine, 
Gomez, Kyro, 42665034, EMD, Emergency Medicine, 
Greer, Cal, 24900123, FMD, Family Medicine, 
Estes, Lucia, 15006679, PDT, Pediatrics, 
Payne, Callen, 59110834, FMD, Family Medicine, 
Brewer, Aitana, 79671781, FMD, Family Medicine, 
Blankenship, Emory, 10199546, ANT, Anesthesiology, 
Dixon, Maia, 98837534, EMD, Emergency Medicine, 
Weber, Bishop, 59770022, XXX, NOT_MATCHED, 
Pollard, Mack, 31302655, XXX, NOT_MATCHED, 
Burns, Jolie, 86420872, XXX, NOT_MATCHED, 
Klein, Jeremiah, 63250657, FMD, Family Medicine, 
Galindo, Layton, 30576852, XXX, NOT_MATCHED, 
Peck, Talia, 19371178, XXX, NOT_MATCHED, 
Kennedy, Danna, 49072826, IMD, Internal Medicine, 
Watkins, Mylah, 72742811, XXX, NOT_MATCHED, 
Church, Cullen, 24170521, FMD, Family Medicine, 
Erickson, Camila, 82917858, XXX, NOT_MATCHED, 
Evans, Kenna, 73048666, FMD, Family Medicine, 
Jennings, Itzel, 68107028, FMD, Family Medicine, 
Bonilla, Micah, 88152635, IMD, Internal Medicine, 
Robertson, Damari, 41567825, PDT, Pediatrics, 
Mack, Nalani, 13678769, FMD, Family Medicine, 
Berry, Harvey, 31975302, FMD, Family Medicine, 
Small, Yamileth, 68770824, IMD, Internal Medicine, 
Miller, Kaiden, 37097869, FMD, Family Medicine, 
Phan, Daxton, 21668506, XXX, NOT_MATCHED, 
McCann, Marisol, 28386805, FMD, Family Medicine, 
Doyle, Aila, 80928516, XXX, NOT_MATCHED, 
McCall, August, 39676365, XXX, NOT_MATCHED, 
French, Joanna, 86739912, ORS, Orthopedic Surgery, 
Whitehead, Jaziel, 44967593, ANT, Anesthesiology, 
Vu, Luisa, 86249591, FMD, Family Medicine, 
Berger, Virginia, 68233150, OPH, Ophthalmology, 
Weiss, Royal, 87303988, NRS, Neurosurgery, 
Benson, Gracelyn, 80362836, XXX, NOT_MATCHED, 
Fitzgerald, Millie, 56322669, GSU, General Surgery, 
Blevins, Addyson, 54813535, XXX, NOT_MATCHED, 
Krueger, Lylah, 71428194, FMD, Family Medicine, 
Cruz, Elijah, 91032447, FMD, Family Medicine, 
French, Mark, 79827324, IMD, Internal Medicine, 
Wheeler, Evie, 79930718, PDT, Pediatrics, 
Oliver, Braylon, 37020894, FMD, Family Medicine, 
Wilson, Zyair, 90107434, FMD, Family Medicine, 
Hopkins, Pablo, 33482567, XXX, NOT_MATCHED, 
Meyer, Brittany, 99822208, IMD, Internal Medicine, 
Newton, Jax, 28519126, XXX, NOT_MATCHED, 
Ramirez, Carolina, 82158423, OPH, Ophthalmology, 
Houston, Albert, 30102900, XXX, NOT_MATCHED, 
Palmer, Nalani, 73817983, XXX, NOT_MATCHED, 
Cuevas, Kareem, 65561570, PSY, Psychiatry, 
Mendez, Palmer, 37111211, XXX, NOT_MATCHED, 
Mendez, Madalyn, 92044780, XXX, NOT_MATCHED, 
Tang, Alayah, 29274282, ORS, Orthopedic Surgery, 
Lawson, Malik, 35520555, DMT, Dermatology, 
Ibarra, Colson, 38049387, FMD, Family Medicine, 
Gordon, Rebecca, 88313455, XXX, NOT_MATCHED, 
Tanner, Mckenna, 51710172, PDT, Pediatrics, 
Barr, Selena, 89879132, XXX, NOT_MATCHED, 
Weeks, Hank, 79237451, FMD, Family Medicine, 
Hutchinson, Barbara, 21813691, XXX, NOT_MATCHED, 
Palacios, Camryn, 18304193, OPH, Ophthalmology, 
Stewart, Capri, 71100196, FMD, Family Medicine, 
Schmitt, Emmalyn, 25582435, XXX, NOT_MATCHED, 
Cain, Pearl, 14149432, PSY, Psychiatry, 
Cano, Arturo, 59088994, IMD, Internal Medicine, 
Pugh, Ariya, 93322825, NRO, Neurology, 
Wang, Mathew, 10799943, XXX, NOT_MATCHED, 
May, Nolan, 31833174, FMD, Family Medicine, 
Burgess, Tucker, 67669943, ANT, Anesthesiology, 
Golden, Nova, 56631224, EMD, Emergency Medicine, 
Potter, Byron, 63755866, XXX, NOT_MATCHED, 
Guzman, Daniela, 48555878, FMD, Family Medicine, 
Moon, Hassan, 87527454, FMD, Family Medicine, 
Barry, Atlas, 42507956, FMD, Family Medicine, 
Snyder, Gia, 15153739, FMD, Family Medicine, 
Conley, Taylor, 81535402, NRS, Neurosurgery, 
Giles, Everett, 82754354, DMP, Diagnostic and Molecular Pathology, 
Bryant, Celeste, 34775184, DRA, Diagnostic Radiology, 
Branch, Kolton, 93959499, PSY, Psychiatry, 
Mullins, Brycen, 56425939, FMD, Family Medicine, 
Choi, Selah, 23873683, IMD, Internal Medicine, 
Ward, Natalia, 30935308, FMD, Family Medicine, 
Norman, Tatum, 74132526, FMD, Family Medicine, 
Walton, Anne, 62785085, FMD, Family Medicine, 
Landry, Mylo, 19415598, PDT, Pediatrics, 
Conrad, Felix, 40096501, PSY, Psychiatry, 
Todd, Brooklyn, 54118342, FMD, Family Medicine, 
Diaz, Vincent, 12620340, FMD, Family Medicine, 
Sosa, Byron, 39858069, FMD, Family Medicine, 
Olson, Desmond, 11816744, XXX, NOT_MATCHED, 
Montes, Franco, 50841405, FMD, Family Medicine, 
Short, Angel, 87477399, DRA, Diagnostic Radiology, 
Russell, Norah, 38600914, XXX, NOT_MATCHED, 
Bartlett, Fiona, 83232778, FMD, Family Medicine, 
Dorsey, Judson, 52292732, XXX, NOT_MATCHED, 
Velazquez, Flynn, 45625538, FMD, Family Medicine, 
Cook, Luisa, 98674421, XXX, NOT_MATCHED, 
Prince, Meilani, 98778683, FMD, Family Medicine, 
Pena, Reed, 92379839, PDT, Pediatrics, 
Yoder, Cecilia, 90336256, ANT, Anesthesiology, 
Mendoza, Hank, 40244657, XXX, NOT_MATCHED, 
Bennett, Jakob, 17162175, FMD, Family Medicine, 
Rivers, Kara, 78051343, XXX, NOT_MATCHED, 
Montgomery, Davion, 32779716, GSU, General Surgery, 
Gentry, Steven, 72363990, FMD, Family Medicine, 
Mays, Claire, 19464137, ORS, Orthopedic Surgery, 
Felix, Jax, 77740307, DRA, Diagnostic Radiology, 
Romero, Landon, 95375422, PDT, Pediatrics, 
Proctor, Preston, 83985645, XXX, NOT_MATCHED, 
Bowen, Holden, 16010515, IMD, Internal Medicine, 
Cano, Wrenley, 31693958, PSY, Psychiatry, 
Ellis, Duncan, 63882109, FMD, Family Medicine, 
Mercado, Gia, 59613014, XXX, NOT_MATCHED, 
McLaughlin, Jimmy, 21898083, IMD, Internal Medicine, 
Brady, Kyler, 15272472, FMD, Family Medicine, 
Benitez, Cohen, 46478773, XXX, NOT_MATCHED, 
Gilmore, Juelz, 72859834, PSY, Psychiatry, 
Charles, Wesson, 99498332, FMD, Family Medicine, 
Harmon, Kara, 45389526, FMD, Family Medicine, 
Mays, Kyson, 12059136, FMD, Family Medicine, 
Rich, Laurel, 64951665, XXX, NOT_MATCHED, 
Vu, Zachariah, 64755116, XXX, NOT_MATCHED, 
Sanders, Rocky, 94824320, XXX, NOT_MATCHED, 
Huff, Jack, 17085469, IMD, Internal Medicine, 
Rodgers, Leighton, 73039910, FMD, Family Medicine, 
Larson, Leia, 92339713, ANT, Anesthesiology, 
McCullough, Angela, 91022888, XXX, NOT_MATCHED, 
Medina, Penny, 60351828, XXX, NOT_MATCHED, 
Lawrence, Sam, 73968369, IMD, Internal Medicine, 
Abbott, Cooper, 64841627, XXX, NOT_MATCHED, 
Preston, Marlon, 17997103, FMD, Family Medicine, 
Keller, Kate, 89269571, FMD, Family Medicine, 
Duke, Lacey, 75054966, FMD, Family Medicine, 
Herrera, Caspian, 67037743, XXX, NOT_MATCHED, 
Gallagher, Blake, 69664815, XXX, NOT_MATCHED, 
Lawson, Charli, 11656577, XXX, NOT_MATCHED, 
Summers, Amos, 83197942, XXX, NOT_MATCHED, 
Dalton, Edwin, 93651851, PDT, Pediatrics, 
Hernandez, Richard, 72224574, PSY, Psychiatry, 
Wu, Opal, 27321066, IMD, Internal Medicine, 
Grimes, Ira, 73212881, PDT, Pediatrics, 
Beil, Cain, 38879237, XXX, NOT_MATCHED, 
Reyna, Ryker, 91293563, OTO, Otolaryngology - Head and Neck Surgery, 
Krueger, Fletcher, 19256891, ANT, Anesthesiology, 
Person, Chaim, 50022452, FMD, Family Medicine, 
Eaton, Zachariah, 99946617, XXX, NOT_MATCHED, 
Blackwell, Leandro, 13078054, FMD, Family Medicine, 
Cortez, Baker, 20995249, XXX, NOT_MATCHED, 
Heath, Paola, 64146419, PSU, Plastic Surgery, 
Huynh, Harper, 60950679, EMD, Emergency Medicine, 
Marshall, Idris, 30881292, IMD, Internal Medicine, 
Santos, Vienna, 77276517, FMD, Family Medicine, 
Proctor, Emely, 33645498, FMD, Family Medicine, 
Shaw, Paola, 77690986, XXX, NOT_MATCHED, 
Payne, Drew, 25031915, FMD, Family Medicine, 
Kline, Kyleigh, 96001334, FMD, Family Medicine, 
Foster, Leighton, 18069358, FMD, Family Medicine, 
Finley, Nova, 26504181, PDT, Pediatrics, 
Livingston, Terry, 66348916, OBG, Obstetrics and Gynecology, 
Woodward, Isabella, 22700306, XXX, NOT_MATCHED, 
Mays, Landyn, 18592724, EMD, Emergency Medicine, 
Schmitt, Kase, 70896688, XXX, NOT_MATCHED, 
Chen, Madelynn, 36187950, FMD, Family Medicine, 
Burnett, Allen, 30706636, FMD, Family Medicine, 
Lambert, Kolton, 73977434, FMD, Family Medicine, 
Booth, Stetson, 94798933, FMD, Family Medicine, 
Jimenez, Troy, 60064750, XXX, NOT_MATCHED, 
Sawyer, Milan, 76100735, FMD, Family Medicine, 
Santos, Kyle, 75277293, FMD, Family Medicine, 
Bush, Winston, 37086745, FMD, Family Medicine, 
Graves, Jennifer, 57587032, PSY, Psychiatry, 
Peterson, Marlon, 26348121, DRA, Diagnostic Radiology, 
Fitzgerald, Remington, 33293268, OBG, Obstetrics and Gynecology, 
Jensen, Axl, 76371754, IMD, Internal Medicine, 
Howell, Dante, 24732870, IMD, Internal Medicine, 
Williamson, Cecelia, 12287699, FMD, Family Medicine, 
Duncan, Huxley, 98851940, IMD, Internal Medicine, 
Stokes, Maddox, 22424894, EMD, Emergency Medicine, 
Kelly, Ana, 35664251, FMD, Family Medicine, 
Phillips, Cynthia, 30038465, FMD, Family Medicine, 
Mitchell, Israel, 95729319, FMD, Family Medicine, 
Lamb, Oakley, 65247823, FMD, Family Medicine, 
Craig, Colette, 77938763, FMD, Family Medicine, 
James, Cassius, 58214310, FMD, Family Medicine, 
Macias, Zyair, 31931897, XXX, NOT_MATCHED, 
Perkins, Magnolia, 94399463, IMD, Internal Medicine, 
Lynch, Desmond, 62836714, OTO, Otolaryngology - Head and Neck Surgery, 
Robinson, Eva, 41300422, OBG, Obstetrics and Gynecology, 
Phillips, Zev, 64313659, XXX, NOT_MATCHED, 
Hanson, Sincere, 61127760, IMD, Internal Medicine, 
Calderon, Noah, 86818965, FMD, Family Medicine, 
Bruce, Warren, 97063764, XXX, NOT_MATCHED, 
Mendoza, Nala, 88514865, PSY, Psychiatry, 
Warner, Randy, 32364239, GSU, General Surgery, 
Singleton, Nellie, 77036234, FMD, Family Medicine, 
